"filename", "language", "TypeScript", "JSON", "Markdown", "TypeScript JSX", "JSON with Comments", "CSS", "HTML", "XML", "JavaScript", "MS SQL", "PowerShell", "comment", "blank", "total"
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251007130000_payments_anchors_and_statuses.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 7, 15, 82
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251007130010_invoice_status_default_and_backfill.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 2, 6, 12
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251007140000_add_installments_rls_policy.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 2, 3, 16
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251007150000_remove_anchor_type_from_templates.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 7
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251008003539_make_record_payment_notes_optional.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 1, 3, 28
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251008003540_refactor_academic_scheduling_v2.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 118, 0, 14, 17, 149
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251008043326_setup_agent_storage.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 7, 6, 43
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251011063807_refactor_delivery_location_address.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 3, 3, 17
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251011071405_create_classrooms_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 3, 6, 37
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251011093046_enhance_program_plan_subjects_with_resources.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 7, 7, 34
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251011095446_rollback_program_plan_subjects_resources.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 3, 4, 14
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251011095501_create_program_plan_classes_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 9, 13, 71
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251012024820_create_timetables_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 5, 9, 39
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251012054120_refactor_timetable_program_plan_relationship.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 5, 8, 44
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251012060644_update_applications_timetable_id.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 0, 3, 5, 14
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251014090000_application_learning_plan.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 372, 0, 10, 29, 411
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251014090500_upsert_learning_plan_draft.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 3, 7, 27
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251014091000_application_payment_schedule.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 134, 0, 7, 26, 167
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251014091500_payment_schedule_anchor_override.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 0, 3, 14, 72
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251014092000_create_offer_letters_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 59, 0, 7, 12, 78
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251015090000_normalize_student_domain.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 0, 13, 19, 141
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251015090500_offer_letters_link_student.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 8
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251015100000_add_student_status.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 5, 9, 38
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251018130108_fix_program_plan_classes_rls_policy.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 0, 5, 6, 37
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251018143907_fix_enrollment_subjects_duplicates.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 293, 0, 21, 15, 329
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019050949_attendance_enrollment_class_attendances.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 60, 0, 4, 5, 69
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019101500_assignments_system.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 170, 0, 14, 33, 217
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019112000_fix_rto_id_assignment_triggers.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 2, 6, 25
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019113500_assignments_rls_fallback.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 84, 0, 7, 14, 105
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019113738_add_rtos_update_policy.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 2
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019120000_relax_storage_rls_assignments.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 62, 0, 3, 11, 76
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019121500_assignments_set_rto_from_fk.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 3, 9, 40
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019123000_assignments_rls_subject_student_based.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 3, 7, 44
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251019124500_admin_bypass_assignments.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 111, 0, 6, 14, 131
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251020100000_add_auth_user_trigger.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 6, 7, 46
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251020100500_seed_wrapper_function.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 41, 0, 4, 7, 52
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251020101000_update_auth_user_trigger_profile_insert.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 48, 0, 3, 11, 62
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251020110000_rls_normalization.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 358, 0, 24, 41, 423
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251021120000_agent_public_intake.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 9, 12, 66
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251025070000_user_table_preferences.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 4, 9, 45
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251027090000_invoices_storage_and_cols.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 7, 9, 38
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251031110000_student_display_id.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 103, 0, 11, 17, 131
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251102094500_assignment_grading_status.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 1, 15, 92
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251102120000_rto_profile_image.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 2, 7, 47
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251105100000_email_logging.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 0, 11, 29, 258
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251106103000_twilio_settings.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 119, 0, 15, 29, 163
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251106120000_whatsapp_logging.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 9, 28, 158
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251107110000_whatsapp_media_bucket.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 6, 9, 45
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108050511_add_missing_avetmiss_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 128, 0, 18, 18, 164
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108051315_fix_usi_constraint_allow_empty_string.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 4, 5, 26
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108051502_fix_vsn_constraint_allow_empty_string.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 6, 7, 47
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108052009_fix_all_constraints_allow_empty_strings.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 85, 0, 7, 13, 105
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108091024_add_cricos_compliance_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 25, 22, 139
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108143841_add_personal_details_to_students.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 3, 11
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108143906_add_contact_details_to_students.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 1, 3, 11
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108143917_add_relationship_to_guardian_contacts.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 7
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251108143926_add_usi_to_student_avetmiss.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 1, 3, 7
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251109000000_add_guardian_relationship_field.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 3, 4, 10
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251109000001_remove_cricos_course_and_financial_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 4, 5, 29
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251110000000_setup_students_storage.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 7, 7, 44
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251111000000_add_disability_prior_education_flags.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 6, 8, 23
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251111000001_add_student_disabilities_prior_education.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 7, 7, 38
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251112151600_simplify_student_id_format.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 117, 0, 22, 16, 155
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251112151601_wizard_submission_constraints.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 8, 7, 91
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251112151602_add-usi-exemption-and-cricos-fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 6, 7, 35
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251112151603_new-application-wizard-char.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 8, 9, 59
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251112160000_add_is_commissionable_to_installments.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 1, 5, 11
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251113000001_add_agent_commission_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 2, 6, 27
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251113000002_create_commission_invoices_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 75, 0, 11, 20, 106
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251113000003_create_commission_payments_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 4, 10, 38
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251113000004_update_record_payment_return_id.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 3, 10, 44
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251114000001_add_xero_integration_fields.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 0, 8, 16, 76
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251115235439_create_xero_webhook_events_table.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 6, 10, 49
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251116235001_add_profile_image_support.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 2, 7, 47
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251117005118_add_theme_to_profiles.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 2, 3, 7
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251118000000_add_application_display_id.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 100, 0, 26, 22, 148
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251119090000_add_archived_application_status.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 2, 10, 43
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251119100000_create_mail_templates.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 4, 13, 61
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251120000000_add_students_performance_indexes.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 8, 11, 37
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251125100000_finance_lines_internal_status.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 3, 11, 56
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\migrations\20251125102000_record_payment_internal_status.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 10, 46
"c:\Users\Shashwat Suthar\Desktop\xportal\supabase\seed.sql", "MS SQL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 939, 0, 123, 106, 1168
"c:\Users\Shashwat Suthar\Desktop\xportal\test-results\.last-run.json", "JSON", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"c:\Users\Shashwat Suthar\Desktop\xportal\tests\auth.spec.ts", "TypeScript", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 12, 80
"c:\Users\Shashwat Suthar\Desktop\xportal\tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 1, 46
"c:\Users\Shashwat Suthar\Desktop\xportal\types\export-libs.d.ts", "TypeScript", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"c:\Users\Shashwat Suthar\Desktop\xportal\types\number-flow-react.d.ts", "TypeScript", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"Total", "-", 32280, 12204, 7999, 37379, 45, 1850, 73, 5, 26, 6016, 50, 3227, 8091, 109245
